,DCU,Maynooth U,TU Dublin,Letterkeny,National College of Ireland,TCD,AIT,Dundalk,Waterford,Cork IT,DIT,Blanchardstown,Carlow IT,Galway Mayo,Tallaght,National College of Art & Design,IADT,LIT,UL,Sligo,NUIG,Mary Immaculate College,Total sitting Leaving Cert,Year,Total of main colleges,School,Roll Number
0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,21.0,9.0,1.0,0.0,2.0,45.0,2013,38.0,salesian-secondary-college,64180O
0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,1.0,35.0,2013,25.0,scoil-pól,64130W
0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,5.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,11.0,12.0,1.0,0.0,3.0,62.0,2013,64.0,scoil-mhuire-agus-ide,64170L
0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,13.0,28.0,1.0,0.0,10.0,123.0,2014,61.0,scoil-na-trionoide-naofa,68121S
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,5.0,54.0,2013,39.0,st-josephs-secondary-school,64050B
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2013,8.0,vocational-school,71870H
0,0.0,1.0,3.0,1.0,1.0,4.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,36.0,93.0,1.0,0.0,9.0,189.0,2013,191.0,castletroy-college,76073G
0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,22.0,15.0,0.0,0.0,11.0,85.0,2013,63.0,colaiste-na-trocaire,76061W
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,2013,8.0,st-itas-college,63970P
0,0.0,2.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,2.0,0.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,31.0,2013,23.0,coláiste-de-hide,70021D
0,0.0,20.0,19.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,6.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,52.0,2013,53.0,coláiste-cois-life,76065H
0,0.0,7.0,13.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,14.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,71.0,2013,32.0,collinstown-park-community-college,70041J
0,0.0,28.0,21.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,16.0,10.0,1.0,0.0,10.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,114.0,2013,84.0,lucan-community-college,70080T
0,0.0,7.0,39.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,17.0,1.0,5.0,1.0,21.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,125.0,2013,81.0,holy-family-community-school,91301D
0,0.0,7.0,38.0,1.0,2.0,6.0,1.0,1.0,1.0,0.0,3.0,7.0,1.0,1.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,95.0,2015,37.0,adamstown-community-college,76097U
0,0.0,32.0,20.0,0.0,1.0,10.0,1.0,1.0,2.0,0.0,10.0,6.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,138.0,2013,105.0,st-josephs-college,60263V
0,0.0,14.0,24.0,0.0,5.0,9.0,4.0,2.0,0.0,0.0,16.0,8.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,111.0,2013,93.0,coláiste-phádraig-cbs,60264A
0,0.0,11.0,23.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,102.0,2020,57.0,kishoge-community-college,76152C
0,0.0,3.0,7.0,2.0,1.0,2.0,1.0,22.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,76.0,2013,53.0,st-louis-secondary-school,63910U
0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,2019,13.0,pobailcholaiste-chú-chulainn,76195U
0,0.0,13.0,27.0,1.0,4.0,4.0,1.0,20.0,1.0,1.0,10.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,138.0,2013,93.0,our-ladys-college,63850F
0,0.0,4.0,5.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,4.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,29.0,2013,26.0,drogheda-grammar-school,63870L
0,0.0,4.0,8.0,1.0,2.0,9.0,1.0,9.0,2.0,0.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,74.0,2013,58.0,dundalk-grammar-school,63920A
0,0.0,8.0,25.0,1.0,2.0,4.0,2.0,47.0,1.0,1.0,20.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0,157.0,2013,124.0,st-marys-diocesan-school,63841E
0,0.0,6.0,6.0,1.0,1.0,3.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,89.0,2020,51.0,ballymakenny-college,91573N
0,0.0,4.0,4.0,1.0,2.0,1.0,2.0,40.0,1.0,1.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,75.0,2013,71.0,colaiste-rís,63880O
0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,21.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,57.0,2013,40.0,bush-post-primary-school,71750U
0,0.0,13.0,16.0,1.0,2.0,9.0,1.0,21.0,2.0,1.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,85.0,2013,88.0,sacred-heart-secondary-school,63860I
0,0.0,17.0,23.0,1.0,1.0,3.0,1.0,30.0,1.0,2.0,9.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,146.0,2013,92.0,st-olivers-community-college,71761C
0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,13.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,47.0,2013,30.0,o-fiaich-college,71770D
0,0.0,6.0,11.0,2.0,1.0,4.0,1.0,49.0,2.0,1.0,5.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,111.0,2013,88.0,st-marys-college,63890R
0,0.0,7.0,4.0,2.0,1.0,3.0,1.0,78.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,118.0,2013,127.0,de-la-salle-secondary-school,63891T
0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,24.0,1.0,2.0,8.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,77.0,2013,56.0,ardee-community-school,91441T
0,0.0,4.0,6.0,1.0,2.0,3.0,1.0,23.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,72.0,2013,45.0,scoil-ui-mhuiri,71780G
0,0.0,23.0,13.0,1.0,1.0,6.0,3.0,39.0,1.0,1.0,6.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,115.0,2013,103.0,st.-josephs-c.b.s.,63840C
0,0.0,12.0,7.0,3.0,1.0,11.0,1.0,43.0,1.0,0.0,3.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,121.0,2013,109.0,st-vincents-secondary-school,63900R
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,2.0,0.0,0.0,3.0,33.0,2013,21.0,st-nessans-community-college,71920T
0,0.0,1.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,0.0,0.0,7.0,57.0,2013,63.0,laurel-hill-coláiste-fcj,64270P
0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,3.0,37.0,2013,22.0,ardscoil-mhuire,64290V
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,10.0,0.0,0.0,1.0,41.0,2013,34.0,salesian-secondary-school,64280S
0,0.0,1.0,2.0,1.0,2.0,6.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,13.0,20.0,1.0,0.0,5.0,87.0,2013,70.0,villiers-secondary-school,64310B
0,0.0,3.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,35.0,43.0,0.0,0.0,6.0,111.0,2013,120.0,ardscoil-ris,64201T
0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,31.0,25.0,0.0,0.0,5.0,80.0,2013,67.0,st-munchins-college,64240G
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,20.0,2013,5.0,st-endas-community-school,91446G
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,4.0,78.0,2023,64.0,mungret-community-college,76476F
0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,5.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,21.0,50.0,1.0,0.0,9.0,127.0,2013,120.0,crescent-college-comprehensive,81014R
0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,21.0,0.0,0.0,9.0,54.0,2013,47.0,gaelcholaiste-luimnigh,76101I
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0,9.0,63.0,2013,38.0,scoil-carmel,64300V
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,12.0,16.0,0.0,0.0,2.0,57.0,2013,38.0,st-clements-college,64220A
0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,3.0,0.0,0.0,2.0,28.0,2013,21.0,presentation-secondary-school,64250J
0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,22.0,36.0,0.0,0.0,13.0,88.0,2013,87.0,laurel-hill-secondary-school-fcj,64260M
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,1.0,edmund-rice-college,64320E
0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,36.0,10.0,0.0,0.0,1.0,81.0,2013,51.0,colaiste-mhichil,64200R
0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2013,9.0,patrician-college,63440J
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,1.0,st.-aengus-post-primary,71490U
0,0.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,0.0,1.0,0.0,4.0,5.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,44.0,2013,25.0,clonaslee-vocational-school,71470O
0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,11.0,1.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,1.0,77.0,2013,51.0,st.-marys-c.b.s.,63430G
0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,0.0,1.0,41.0,2013,30.0,portlaoise-vocational-school,71510A
0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,36.0,2023,18.0,dunamase-college,76474B
0,0.0,1.0,2.0,1.0,1.0,2.0,10.0,1.0,8.0,1.0,3.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,100.0,2013,59.0,community-school,91426A
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2013,3.0,brigidine-secondary-school,63410A
0,0.0,15.0,7.0,2.0,3.0,3.0,5.0,2.0,4.0,1.0,4.0,2.0,18.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,125.0,2013,91.0,coláiste-iosagáin,68068R
0,0.0,6.0,8.0,3.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,12.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,3.0,91.0,2013,61.0,scoil-chriost-ri,63451O
0,0.0,6.0,3.0,1.0,1.0,4.0,5.0,1.0,8.0,3.0,4.0,1.0,24.0,1.0,1.0,1.0,1.0,7.0,10.0,3.0,0.0,2.0,125.0,2013,104.0,heywood-community-school,91427C
0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,1.0,6.0,1.0,1.0,0.0,7.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,57.0,2013,41.0,st-fergals-college,71520D
0,0.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,5.0,1.0,6.0,1.0,5.0,6.0,1.0,1.0,2.0,4.0,10.0,2.0,0.0,3.0,113.0,2013,73.0,mountrath-community-school,91550B
0,0.0,1.0,14.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,2.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,40.0,2013,27.0,rockford-manor-secondary-school,60081P
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,1.0,presentation-brothers-glasthule,60200U
0,0.0,1.0,7.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,47.0,2013,46.0,holy-child-secondary-school,60250M
0,0.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,35.0,2013,11.0,holy-child-community-school,91330K
0,0.0,2.0,12.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,18.0,1.0,2.0,1.0,1.0,1.0,16.0,0.0,1.0,0.0,0.0,0.0,76.0,2013,71.0,clonkeen-college,60092U
0,0.0,2.0,16.0,0.0,2.0,12.0,0.0,1.0,1.0,0.0,16.0,2.0,3.0,1.0,2.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,71.0,2013,85.0,christian-brothers-college,60180R
0,0.0,5.0,21.0,1.0,1.0,19.0,1.0,1.0,2.0,1.0,26.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,107.0,2013,100.0,loreto-abbey-secondary-school,60130C
0,0.0,2.0,5.0,0.0,2.0,9.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,47.0,2013,44.0,rathdown-school,60090Q
0,0.0,1.0,46.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,29.0,2.0,3.0,1.0,16.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,88.0,2013,94.0,st-benildus-college,60261R
0,0.0,1.0,16.0,0.0,1.0,14.0,0.0,0.0,0.0,1.0,12.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,79.0,2013,85.0,coláiste-eoin,60041D
0,0.0,3.0,47.0,0.0,4.0,28.0,1.0,0.0,1.0,1.0,45.0,1.0,2.0,1.0,3.0,1.0,8.0,0.0,3.0,0.0,0.0,0.0,195.0,2013,200.0,blackrock-college,60030V
0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,1.0,senior-college-dunlaoghaire,70030E
0,0.0,1.0,29.0,1.0,1.0,4.0,1.0,1.0,2.0,0.0,16.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,53.0,2013,48.0,st-raphaelas-secondary-school,60361V
0,0.0,1.0,8.0,0.0,2.0,16.0,2.0,2.0,1.0,0.0,15.0,2.0,1.0,0.0,2.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,80.0,2013,79.0,st-joseph-of-cluny,60260P
0,0.0,4.0,9.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,11.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,79.0,2013,85.0,coláiste-iosagáin,60042F
0,0.0,2.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0,2013,10.0,john-scottus-secondary-school,68071G
0,0.0,2.0,15.0,0.0,1.0,42.0,1.0,1.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,2.0,14.0,1.0,1.0,0.0,0.0,0.0,162.0,2013,152.0,st-andrews-college,60650F
0,0.0,2.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,15.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,84.0,2013,62.0,oatlands-college,60050E
0,0.0,2.0,24.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,23.0,3.0,1.0,1.0,6.0,2.0,20.0,1.0,1.0,1.0,0.0,0.0,122.0,2013,89.0,newpark-comprehensive-school,81001I
0,0.0,1.0,14.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,45.0,2013,29.0,dominican-college,60070K
0,0.0,5.0,27.0,1.0,4.0,15.0,1.0,1.0,1.0,0.0,17.0,5.0,1.0,1.0,2.0,4.0,6.0,1.0,2.0,1.0,0.0,0.0,132.0,2013,89.0,mount-temple-comprehensive-school,81002K
0,0.0,1.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,40.0,2013,7.0,marino-college,70250S
0,0.0,1.0,10.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,59.0,2013,24.0,st-josephs-c.b.s.,60390F
0,0.0,5.0,16.0,1.0,4.0,21.0,0.0,2.0,1.0,0.0,14.0,3.0,1.0,2.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,103.0,2013,94.0,holy-faith-secondary-school,60750J
0,0.0,2.0,2.0,19.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,15.0,0.0,0.0,61.0,2013,69.0,st-columbas-comprehensive-school,81010J
0,0.0,5.0,2.0,41.0,1.0,11.0,1.0,1.0,1.0,0.0,6.0,2.0,1.0,4.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,126.0,2013,106.0,st-columbas-college,62861F
0,0.0,3.0,1.0,28.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,88.0,2013,47.0,deele-college,71230R
0,0.0,1.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,47.0,2013,35.0,gairm-scoil-chú-uladh,71242B
0,0.0,7.0,3.0,5.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,39.0,2013,36.0,pobalscoil-ghaoth-dobhair,91409A
0,0.0,2.0,1.0,30.0,0.0,6.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,94.0,2013,62.0,crana-college,71140Q
0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,17.0,0.0,2.0,69.0,2013,49.0,magh-ene-college,76083J
0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2013,9.0,gairmscoil-mhic-diarmada,71244F
0,0.0,7.0,4.0,10.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,8.0,0.0,1.0,1.0,2.0,1.0,31.0,0.0,1.0,106.0,2013,92.0,choláise-cholmcille,91506V
0,0.0,3.0,1.0,18.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,5.0,0.0,1.0,79.0,2013,65.0,scoil-mhuire,62770C
0,0.0,7.0,1.0,20.0,1.0,8.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,16.0,0.0,2.0,103.0,2013,92.0,abbey-vocational-school,71180F
0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,2013,3.0,gaelcholaiste-chineal-eoighain,76107U
0,0.0,3.0,5.0,46.0,1.0,2.0,0.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,157.0,2013,119.0,st-eunans-college,62830R
0,0.0,3.0,0.0,22.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,5.0,4.0,0.0,1.0,56.0,2013,36.0,mulroy-college,71220O
0,0.0,3.0,2.0,39.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,106.0,2013,83.0,loreto-community-school,91500J
0,0.0,1.0,1.0,18.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,67.0,2013,56.0,rosses-community-school,91407T
0,0.0,1.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,32.0,2013,17.0,vocational-school,71240U
0,0.0,1.0,1.0,22.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,65.0,2013,36.0,moville-community-college,76084L
0,0.0,8.0,2.0,41.0,1.0,8.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,5.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,1.0,147.0,2013,131.0,loreto-convent,62840U
0,0.0,4.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,25.0,2013,21.0,coláiste-ailigh,76081F
0,0.0,4.0,1.0,40.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,90.0,2013,96.0,pobalscoil-chloich-cheannfhaola,91408V
0,0.0,1.0,1.0,22.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,70.0,2013,38.0,the-royal-and-prior-school,81011L
0,0.0,1.0,1.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,59.0,2013,20.0,letterkenny-vocational-school,71200I
0,0.0,2.0,1.0,7.0,0.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,0.0,1.0,51.0,2013,32.0,st.-catherines-vocational-school,71241W
0,0.0,14.0,3.0,51.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,5.0,11.0,0.0,1.0,158.0,2013,116.0,carndonagh-community-school,91406R
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2013,1.0,coláiste-phobail-cholmcille,76079S
0,0.0,5.0,2.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,1.0,38.0,2013,30.0,carrick-vocational-school,71150T
0,0.0,1.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,2013,6.0,c.b.s.-westland-row,60490J
0,0.0,42.0,69.0,1.0,10.0,114.0,2.0,6.0,1.0,2.0,69.0,16.0,1.0,4.0,4.0,8.0,4.0,1.0,6.0,2.0,0.0,2.0,467.0,2013,573.0,institute-of-education,50002K
